tweet,label,id
@USER Serena not upset for losing. She is upset because Penalty given the her that men’s tennis does same action but not penalized.,NOT,1301
@USER @USER @USER Running away from the truth yet again and using childish language. Provide a competent argument justifying #Brexit even is it’s just to prove that you are not a Russian algorithm designed to disrupt Britain’s society and economy.,NOT,1302
#VA10 voters will not accept a Congresswoman who stands with the NRA as shooting after shooting devastates communities across the country. We need common sense gun safety laws and we need them now. URL,NOT,1303
@USER Cause if she got the shot she is clearly the MVP I’ve needed of course and there is no use fighting her.,NOT,1304
@USER This is not the first time she has expressed this dismissive attitude toward public outcry against her votes. Those people will be a factor when they vote her ass out of office in 2 years. I think she is toast.,OFF,1305
@USER And they say big tech isn’t biased! Give me a break! Wake up people!,NOT,1306
@USER I don’t know who she is but she don’t  sound too hot in the video lol,NOT,1307
@USER @USER Oh my god you are joking right? 15 hours? Most officers and fire work 24 and sometimes back to back. 15 hours? Give me a break.,NOT,1308
@USER do you recall what was said about moss when the patriots got him? do you even remember what he did in the few years before that? gordon isnt a hall of famer but name a 5th rounder as good as he is today.,NOT,1309
@USER @USER @USER These people in the MSM are DISGUSTING 🇺🇸🇺🇸#MAGA,NOT,1310
.🇺🇸🤔 I have been watching the committee hearings for Judge Kavanaugh. @USER is using this particular session on birth control &amp; Roe vs Wade as a window to gun control legislation. Her comments were very clear. @USER @USER  I will not allow a politician deprive me of 2A,NOT,1311
@USER Oh fuck this is me. I am a tmi queen on some things because it controls the conversation subtly but god help you if you comment in my habits or decisions I swear to god,OFF,1312
@USER liberals got to crap all over everything.,OFF,1313
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Dint pay any attention to her...she's yet to say anything of interest... meme jerk.,OFF,1314
@USER There you are! 👋🐾,NOT,1315
@USER @USER @USER @USER @USER The Liberals same old playbook. It is so old... yawn,OFF,1316
@USER @USER Sorry Howie she is horrible. I have been to Vegas multiple times and know the people whom spend their hard earned money for a vacation aren't going to waste said money on a scrawny kid whom will scream them into a migraine!! They come to Vegas to see REAL talent!#AGTResults #AGT,NOT,1317
@USER All you do is lie. All congress does us lie.  MAGA.,OFF,1318
@USER She is soooo pretty!!!!!!,NOT,1319
@USER Never nigga 💀💀,OFF,1320
@USER We are so glad we don’t know anyone like those miscreant. Pitiful bunch.,OFF,1321
@USER Well...he is now firmly part of the establishment....let's see how that goes for him.,NOT,1322
@USER @USER Elon has been smoking too much dope and he apparently got a bad batch. Even I knew that vessel he sent would not work to rescue the #ThailandChildren. @USER quit.,NOT,1323
@USER @USER Sure hope Maxi marches with Antifa. She will cover her head,NOT,1324
@USER @USER Mazzone has convinced him he can play in the NFL if he does as he is told and acts like a good little pocket passer,NOT,1325
@USER Of course he does!!  #MAGA  for everyone 🇺🇸🇺🇸🇺🇸,NOT,1326
@USER @USER @USER URL  The left party relativizing and playing down communist crimes,OFF,1327
@USER It’s not bizarre. It’s smart business. He is gonna get paid by someone next year and is saving his body in the process. Yes Connor did well. But it’s because the Browns didn’t gameplan for him like they would Bell,NOT,1328
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I follow all these MAGA Patriots n got a couple new ones too🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️🇺🇸🇺🇸❤️ps tweeeeeetrrrr I don’t like u hiding these n making it hard to see these trains to follw 😡😡😡👊🏻👊🏻👊🏻 URL,NOT,1329
@USER I sure hope they have removed him from where he is and are hiding and protecting him. He is chum in the water right now.,NOT,1330
@USER @USER You are not God and you have no idea who he is. God doesn’t say we can’t like people in fact I feel he sent us Trump in answer to our prayers,NOT,1331
@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Don’t want to be punched? Don’t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. You’re just a right wing dupe. Sorry that’s the case.,OFF,1332
@USER HI ILYSM IT HAS BEEN SUCH A GREAT DAY,NOT,1333
"REPORT: Christine Blasey Ford ‘prepared to testify’ — but there are some catches""  URL #TCOT #MAGA #RedNationRising""",NOT,1334
@USER @USER He is a Russian troll. Look at the rest of his page.,NOT,1335
@USER @USER @USER @USER I think she is trying to repair her image so she will be friendly to everyone. I hope they can all be friends. She needs to respect Fessy and Tyler's boundaries though now that their are dating other people.,NOT,1336
@USER @USER She is attempting to emotionally manipulate Canadians  Standard behaviour for the Trudeau “Liberals”.,NOT,1337
@USER They embraced Antifa. Career killer.,OFF,1338
@USER @USER Take a moment to realize Jimin is 22 and she is 39 years old. 17 year age difference. Breathe that in.,NOT,1339
@USER Thats is not what i was saying.. read my other tweet to you.  I never said that.. you sir are putting words in my mouth!  liberals really are just assholes.. cant have a civil discussion!,OFF,1340
@USER I experience this very same problem. I like to think I am suffering from anti-pernickety bastard disorder.,OFF,1341
@USER Need gun control to many,NOT,1342
@USER We’re super excited to have him! He is now on board for the #HadexIncursion,NOT,1343
@USER This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool.,OFF,1344
@USER @USER She is so gorgeous @USER 😘😘 URL,NOT,1345
@USER FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@,OFF,1346
@USER #MAGA 👍  Let that set in ...... URL,NOT,1347
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is cute😊,NOT,1348
@USER He IS Mark Twain in my eyes. Love him.,NOT,1349
@USER @USER He needs to be removed from his position. Children have and are being abused and he is covering it up!!,OFF,1350
@USER @USER Then there should be no problem having Kavanaugh take a lie detector test just as Dr. Ford. If he is so anxious to clear his name he should be asking to take a lie detector test. The fact that @USER isn't blasting tweets on this issue also speaks volumes!,NOT,1351
@USER @USER @USER Nope. Teaching them not to give a shit what liberals from CA think.,OFF,1352
@USER If he is implying that he is an agent of the Devil's will then I fully agree!,OFF,1353
@USER @USER Isn’t this from the Saul Alinsky book #RulesforRadicals or @USER favorite book Antifa Handbook,NOT,1354
@USER If just a veiled accusation can derail it will never stop #resist #antifa and @USER fingerprints all over this,NOT,1355
@USER @USER @USER you are a sexy perverse woman😍😍😍😋😋😋😉😉😈,OFF,1356
@USER @USER Gun control at its finest. If that cop had a gun he wouldn’t have been vulnerable to this thug attack.,NOT,1357
"@USER i think she and her team imagined it all and now she is a victim in hiding from her abuser"". Kavanaugh and his family, friends ever imagined it, never.""",NOT,1358
@USER There aren't many instances I've been in where you can just admire the woman's physique. If i spend too long looking at a woman's bits it all comes into question. Porn allows an up close personal experience for as long as I like with no challenges. except of course getting caught,NOT,1359
"@USER @USER @USER @USER He is mocking self-professed populists who claim to speak for the people"" when those who stand up for ""norms"" and ""rights"" are labelled latte drinking elitists""",OFF,1360
I'm shocked that this gun addict is also an alleged pervert! URL   #NRA #2A #MolonLabe #gunsense #momsdemand #MAGA #WednesdayWisdom,OFF,1361
@USER @USER @USER What has awaken so many women in this country is the asinine over the top stupidity of liberals today!!,OFF,1362
@USER I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time?,OFF,1363
@USER @USER Just think... this chap was teaching...,NOT,1364
@USER Blowing dirt and the misery of millions?,OFF,1365
@USER @USER Maybe Antifa can find gainful employment and join the american dream. URL,NOT,1366
@USER Beto I would love it if you could become a Texas senator. You need to support the 2nd amendment to get elected. Once you’re in you effect change. You have my vote but I am not worried at all about losing my gun ownership. The gun control argument is Teds best fight,NOT,1367
@USER @USER So What? We all have concerns on gun control but one man is not going to change our problem. It is much deeper than that.,NOT,1368
@USER Gun control - no guns if you are a liberal!!🤣What an idiot...,OFF,1369
"@USER Lol Religion of peace"" am I right fellow classical liberals? Izlam totes needs a Reformation""",NOT,1370
#RedWaveRising2018. A Texas gun control platform? Someone drank Koolaide in concentrate.?! URL,NOT,1371
@USER in the fake national emergency that was created by conservatives for their nwo bullshit,OFF,1372
"@USER @USER We need a marijuana lobby that can bribe the GOP like big pharma does. Otherwise, you're screwed. Just because it's good for America, that means nothing... see gun control""""",OFF,1373
"@USER @USER I think his character rubbed off on my Knight. She is somewhat witty like him, such as when she says I don't need to see you when I can smell you"" to the Sith on Alderaan. He was a good Master.""",NOT,1374
@USER @USER My favourite part of this is watching all the conservatives lose their minds as usual. Once again the Democrats are being mean to us boo-hoo. LOL.,OFF,1375
@USER @USER Learning English for “Conservatives”,NOT,1376
@USER Ask your friends over at @USER,NOT,1377
@USER @USER I had the good fortune of having her jump on a stickerwoman post a while back. She is a woman 😢  She tried to tell me that stickerwoman was a hate crime against Muslims ...🤔,NOT,1378
@USER @USER @USER @USER Becca. She is too much work.,NOT,1379
@USER Chris You are just stiring the pot and it is a political dig. How about Texas how were things handled there. PR was a totally different situation.  How did you help?,NOT,1380
@USER .@USER Me thinks you are TERRIFIED of Americans seeing the declassified docs! We conservatives like transparency which seems to be a dirty word to u dems. PS WE HAVE NO WORRIES ABOUT OUR GREAT PRESIDENT!  #DeclassifyItAll,NOT,1381
- Had a nice visit with Mommie dearest. I really had to bribe her with Diet Pepsi to eat the rest of her dinner..... 😂😭🤦🏾‍♀️ She is something else!! Love that lady....,NOT,1382
@USER If you are considering leaving the Republican party PLEASE DO. We don't need anymore pretend Republicans interfering with Trump's awesome agenda. Sounds like you need to just resign.,NOT,1383
President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL,NOT,1384
@USER @USER @USER @USER But here is an easy chance to prove me wrong. Show me one instance where increased gun control in this country caused a decrease in crime with guns.,NOT,1385
@USER @USER She now THINKS she is a political activist the same way she THINKS she can act,NOT,1386
@USER She is quick!!!,NOT,1387
@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! 🤦🏽‍♂️ 49ers need to get their head out of their asses,OFF,1388
@USER @USER So we should be denouncing Democrats &amp; their ANTIFA Thugs? Done &amp; Done!!!,OFF,1389
@USER @USER This has already been rejected as you well know. This is another time wasting exercise @USER,NOT,1390
@USER @USER Gun control is hitting the target where you intended to hit it.   Since Democrats want to infringe on everyone else's gun rights. I'm ok with just banning them from Dems. URL,NOT,1391
@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit. Idk. Might not me but that ass looks exactly like hers ha,OFF,1392
@USER @USER Just Chicago so they can stop the gun violence. Seems that is what democrats claim will stop it. Show us in one of the worst gun violence cities controlled by democrats so the nations will see how that works. Make it a model of successful gun control policies.,OFF,1393
HYSTERICAL! #MAGA #KAG #VoteRed #WalkAway URL,NOT,1394
@USER You are a wonderful asset and a great influence!,NOT,1395
@USER This reminds me of conservatives wanting to know if Monica was on her back or her knees. Is it really needed to decide these guys are sleeze bags?,NOT,1396
@USER American liberals will eat their own young to maintain power. Everyone is a racist a rapist  a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained,OFF,1397
@USER Judge Roy Moore will masterbate to this story.  #MAGA,OFF,1398
4A: Texas Medical Board engaging in warrantless searches of doctor’s offices in ‘back-door gun control’ effort  URL,NOT,1399
@USER @USER More Jewish theatrics from (((Google))),NOT,1400
@USER Calling b s,NOT,1401
@USER Ok guys I think her claims are b.s. too but if you start threatening her you're no better than Antifa,NOT,1402
@USER @USER I don't live in the US so maybe that is one reason why i don't know who she is 💀,NOT,1403
@USER 1st of all who trust the FBI to do a polygraph?I don't! She can pass it if she's a habitual liar.They have no fear or caring about what or who they lie about. She's probably a closet ANTIFA member.Insane to wait 30 yrs.If true others could have been hurt bc of her complancey.🤬,NOT,1404
@USER 100% he is the Messi of goalkeeping GOAT,OFF,1405
@USER Hello... the problem with more gun control is the only people that guns are being taken away from or ‘controlled’ as you say are people like me who has the legal right to carry a gun. So before you continue to scream gun control... look at who it would affect.,NOT,1406
@USER He is short and felt I should bow down at the mention of engineer..  😑😒,NOT,1407
@USER And Twitter seems to be beholden to CNN,NOT,1408
@USER @USER @USER There’s actually republican cities that have higher crime rate than Chicago URL,NOT,1409
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lol. You are not arguing againstbthe system I want, and I am not arguing in favor of the system you describe.  That is like you arguing for the principles of anarchy, and me constantly saying oh yeah, well, Hillary was a corrupt politician""  Irrelevant.  Factual, but irrelevant""",NOT,1410
@USER As well he should! These people are the DREGS OF SOCIETY - NOT THE PRESIDENT'S SUPPORTERS! At least we didn't try to stage a coup d'etat!  #QAnons #GreatAwakeningWorldwide #JoeBiden #MAGA,OFF,1411
@USER #JustSayin’ what the majority is thinking. More #FakeOutrage &amp; #Lies from the #LunaticLeft. Never seen so many sore losers throwing temper-tantrums for almost 2 years now. Embarrassing! #MAGA🇺🇸 URL,OFF,1412
@USER Beto-male,NOT,1413
@USER As a member of antifa? ;),NOT,1414
@USER @USER Yup! She will destroy hard working ppl and small businesses. She is evil with a pretty face and ppl are falling for it.,OFF,1415
@USER @USER @USER @USER @USER @USER @USER The kid he scored on looks like he is about to drop outta school now. Somebody check on him,NOT,1416
@USER @USER Same rat that said antifa was a Black organization,OFF,1417
.@USER is her own person. She is not a @USER copycat. #NVSen URL,NOT,1418
@USER @USER @USER @USER @USER So tell me all about why you are simply rudeand racist. Was it your mother…?,OFF,1419
:(( I want him to rest 4ever :((( He is such a sleepy baby :((( URL,NOT,1420
@USER @USER @USER People don't seem to know about these organizations or understand their scheme. It's anti-freedom tuition fees and Antifa piggy banks. Need more people to denounce it and make students aware of it so they can vote to stop funding them.,NOT,1421
@USER Do we get to choose which women go first?,NOT,1422
@USER Deluded until he is walked off.,NOT,1423
@USER polls pls,NOT,1424
@USER He’s an NBA plant!,NOT,1425
"99.9% of the Alumni"" standing up for #ChristineBlaseyKavanaugh didn't even know her....and none are witnesses to her ""stories."" DemocRATS &amp; Liberals are just to destroy America.  #ConfirmKavanaughNow""",OFF,1426
#Loomer Rachel Rollins a Dem running for DA in Boston. She plans to decriminalize what she calls petty crimes (e.g. breaking and entering) she is running in a crowded field &amp; is being hailed by the media as the best candidate. Thanks for doing what “conservatives” refuse to do! URL,NOT,1427
@USER Yes that and ANTIFA.,NOT,1428
@USER The NRA is now intimidated by a British cartoon. They should stay out of European animation ethics unless they want all of Europe weighing in on gun control.,NOT,1429
@USER @USER @USER I am sure he is doing that in his organization.   Also respect is a two way street. Law enforcement  job is to protect  and SERVE its citizens.  It like they miss that part .,OFF,1430
@USER Cali already has some of the most strict gun control laws in the county. And you can't blame this on on Indiana.,OFF,1431
@USER @USER @USER Nobody will kill or beat her!  Cheap tectics to become popular LGBT Tikoo.  She can follow SUNNY LEONE also: she is popular not only in India but world😴  Best of Luck and hope to see both of ur videos together:   Sri Krisna will definetly make ur next video popular. Have fun🙏,OFF,1432
@USER @USER @USER We all know death threat are a Resist/Antifa tactic.,NOT,1433
@USER Double down on rating. Bet NCAA loves this.,NOT,1434
@USER @USER He is delusional.,NOT,1435
@USER Wayne say he trying out do drake so this shit gotta be decent at least!,OFF,1436
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots 😀but pls follow back!,NOT,1437
@USER Another Snow Flake melting down.. URL,NOT,1438
@USER  Mr. Woods....Please help if you will.  @USER has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account.,NOT,1439
@USER What she is proven??? Lies???,OFF,1440
Mark Judge doesn't want to lie for KAVANAUGH. #MAGA @USER URL,NOT,1441
@USER The real #Antifa,NOT,1442
"Repeat After Me:  I will NOT listen to the polls I will NOT get discouraged, even if I'm in a blue"" state I will vote Republican on Tuesday, November 6th, 2018  #iPledgeToVote #MAGA #RedtoBlue""",NOT,1443
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Proud to follow all.  Thanks for the follow-back!,NOT,1444
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Great girl and I’m sure there are more of them. In the Democratic Party. She is a real prize,NOT,1445
@USER could fund an entire school incl teachers’ salaries and have then teach his own curriculum. Indoctrinating generations of youth however he sees fit...my gas tank on E rn,OFF,1446
@USER @USER @USER @USER Antifa....that's who. It works both ways...be careful.,NOT,1447
@USER @USER I don't know who she is 💀💀💀,NOT,1448
@USER Socialism and more gun control NO THANKS!,NOT,1449
@USER Fluctuat Nec Mergitur - Latin for she is tossed by the waves but she does not sink - also the city motto of Paris.,NOT,1450
@USER And how is the investigation  against your son the antifa  Terrorist going,OFF,1451
@USER I'm responding with a fact. You are totally unfamiliar with how Harper government incentives and it's laughable that you're saying that. You know what you can have your check mate. I give it to you.,NOT,1452
@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL,NOT,1453
@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe.,OFF,1454
@USER @USER @USER No way this woman was threatened and had to move out of her house because of conservatives or Republicans,NOT,1455
"@USER @USER Hillary? Why is she on the social studies curriculum? Why? Who is she to be in any curriculum?  She is nothing!  I'm shocked that she was in any curriculum, but I am very happy to see that she is OUT!""  (I am so glad she's nowhere near the @USER",OFF,1456
@USER @USER You are the In educated twat! That speed crap and can’t read obviously🤒!,OFF,1457
@USER Shut up man  You are useless,OFF,1458
@USER @USER #Trudeau and the #Liberals have the ability to stop it but choose not to as it serves their agenda of turning Canada into a third world cess pool. A Socialist's dream. #cdnpoli,NOT,1459
.@USER 15 minutes ago vs. Liberals just minutes later. #cdnpoli URL,NOT,1460
-found out there's more gun control you can't do mass murder in schools or theatres on Oct 21 has anyone done this joke yet,OFF,1461
#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives URL,NOT,1462
@USER @USER You really have to let it go. He's going to get confirmed.  You can continue to kill babies  and gun violence will continue despite gun control.,OFF,1463
@USER @USER Liberals don’t believe in facts just feelings,NOT,1464
My guess is 44 got it from those 100's of $bil of money he stole from #fanniemae that sat off balance as a slush fund in @USER  see #fannieGate. URL  #ThursdayThoughts #Releasethetexts #NoRedactions #Obamagate #ObamaKnew #DrainTheDeepState  @USER #MAGA URL,OFF,1465
--------&gt;The American Revolution would never have happened with gun control. #USConstitution,NOT,1466
@USER @USER @USER @USER And you’re just another Twitter asshole. #Muted,OFF,1467
@USER @USER She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights.   Zero chance.,OFF,1468
@USER You are love😍,NOT,1469
@USER @USER People become racists because of all this racism-bullshit !,NOT,1470
@USER Brilliant journalistic commentary here,NOT,1471
@USER @USER These liberals have no problem lying.,OFF,1472
@USER Why are you bothering me,OFF,1473
@USER @USER @USER Was he trying to fool you?,NOT,1474
@USER Are you and your family okay? Not sure how close you are to everything.,NOT,1475
@USER Oh you are very welcome.,NOT,1476
Another fucking Pittsburgh Nazi. Philly Antifa is naming names and it’s glorious. URL,OFF,1477
@USER Hogg doesn't  have a clue about life .,NOT,1478
"@USER So funny, this was labeled as sensitive media""!!   Yet, people post porn on Twitter all the time. Unfiltered""",OFF,1479
@USER Ain uor kkkkk,NOT,1480
@USER @USER @USER @USER @USER Live in Canada.  Already have great gun control plus a low homicide rate(coincidence?) Thanks for the advice though.,NOT,1481
@USER melbourne didnt like me can I join you instead I even have a flag #Rimmy4Antifa URL,NOT,1482
"@USER @USER And if the Resistance"" wins:  Permanent K-college indoctrination and censorship; likewise social media, H'wood and MSM; open-season' on Trumpists by AntiFa-types.  Exponential growth of DSA (which we're only now hearing about) in gov't.  And evisceration of BoR, esp. 1A and 2A""",NOT,1483
@USER He’d shat his pants if he faced any Antifa,OFF,1484
@USER Thank you Sir i am a R.E developer in Boston the market is on FIRE  God Bless and we are ALL behind you #MAGA,NOT,1485
@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids,NOT,1486
@USER @USER He's a crook #TrumpTime URL,OFF,1487
"#wisdomwednesday  - Forgiveness says you are given another chance for a new beginning"". @USER  Pray with forgiveness in your heart and you can guarantee an answer to… URL",NOT,1488
@USER @USER And so is the duster thank god,NOT,1489
"@USER Gun control measures?  As in Fast and Furious"", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?""",OFF,1490
@USER I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay... Now people are upset because they're not gay... PBS needs to put on a documentary teaching people how puppets are made...,OFF,1491
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA,NOT,1492
@USER Good idea. They need to protect our borders more than they need to be overseas.,NOT,1493
@USER @USER What? I have no clue what you are trying to say. I’m certainly no Trump supporter FFS. Just rational 😂  Keep on keeping on with whatever it is you are trying to achieve.,NOT,1494
@USER Man I hope I don’t die before Florence hits.. I heard he is going to be a great time!!,OFF,1495
@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process,NOT,1496
@USER What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL,NOT,1497
@USER Have you reported that the killer of Mollie Tibet’s will receive reward money?   Did you report this?,NOT,1498
@USER @USER I dont know... Antifa is pretty dumb.,OFF,1499
@USER mad bc you’re hot as fuck and they can’t have you 😭❤️,OFF,1500
@USER A positive note!,NOT,1501
@USER She don’t never have on pants and she is forever throwing up the people’s eyebrow with her pinched nose ass.... URL,OFF,1502
@USER The only thing this is going to do is make the #MeToo movement even more of a joke than it already has become. I don't think anyone is falling for this BS except for maybe Antifa.,NOT,1503
@USER @USER @USER @USER @USER @USER wish Guy Opperman would knockmy door! 1950's/1960's infact everyone LOOKOUT this 'Guy' will tellU you Hv to work till nearly 70 U dont  it's a LIE  just didn't ring fence our NIC's for last 24yrs! £271bill! If today YP worked as long as 1950's they wld be 76SPA! Read #BATTLEBUS URL,NOT,1504
@USER He looks sane,NOT,1505
@USER #Conservatives #Republicans are #TRAITORS to #America,OFF,1506
"@USER Entire audience""  Yeah, that's solid reporting.  LOL.""",NOT,1507
@USER you are not the true Columbia Bugle. Gfy,NOT,1508
@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements.,NOT,1509
@USER He was almost....ALMOST as bad as Obama!,OFF,1510
@USER Maybe we need more gun control after all - liberals should not be allowed to possess them!,NOT,1511
@USER @USER you took a sip of your trusty vault 13 canteen,NOT,1512
@USER @USER @USER Think about - Trumper supporters have to hide their support for Trump and/or take the life into their own hands if they go out w/Trump #MAGA hat on-it never was like this in the America I remember.  We could have our own political beliefs but still be civil &amp; cordial! Upsetting,OFF,1513
@USER He's an actor and a comedian not a political leader,NOT,1514
@USER Could you kiss his ass more? You are a complete disgrace as a Senator #VoteHimOut #VoteBlue #VoteThemOut #Blackmail URL,OFF,1515
@USER @USER I banned him personally a long time ago. But it isn’t breaking the law when I do it.,NOT,1516
@USER @USER @USER @USER uses rehab as a place to escape when she’s in trouble. She makes jokes of her situation. She should be in jail for assaulting a police officer and threatening to kill him. She is classless. She should leave with boring Carole.,OFF,1517
@USER Never had any intentions of showing up. Only intended to delay and testify by way of DNC hit woman lawyer and media.  Time to vote on Kavanaugh and any Republican not confirming as Justice should be remembered by all conservatives at the polls.,NOT,1518
@USER Get used to it......thats what he says.,NOT,1519
@USER @USER @USER One of the best #MAGA men on Twatter.  Good heart to heart. Hey Jack... URL,NOT,1520
@USER EXACTLY!  Nice 😊,NOT,1521
@USER @USER So says the man who’s turning California into a third world country.,NOT,1522
@USER Football is an all American sport that brings families and communities together.  It also celebrates masculinity. It seems these things are under attack today.,NOT,1523
@USER Do you think she is afraid of pigs that are not the same colour as her? 😊,OFF,1524
@USER I’ve been following this doll since 06 and he is a STAR. I love you 😍,NOT,1525
@USER This girl lied about her upbringing and every time she opens her mouth it shows how foolish she is. Yet she is still a superstar for the left,OFF,1526
@USER @USER If the NDP were to get 26% then @USER would win because the gains by both the NDP and PCs are directly from the Liberals. However I doubt the NDP get over 20%. I had Ches at the start but he performed really bad in the debates but then again there is a lot of ?s about 1/,NOT,1527
@USER You must be on your 2nd bottle of vodka if you are gonna say the reps are radicalized! See antifa or blm or feminazis or abolish ICE or msm or anyone else doing your dirty work!,NOT,1528
@USER She is laughing while she looks at up,NOT,1529
@USER @USER @USER @USER @USER Clegg worked for The Tories in Europe. He was the ideal Cameron bedfellow.,NOT,1530
@USER So as per new promo it will be Maulis journey so you are making her as a shield because she is the saving grace left the leads less said better,NOT,1531
@USER @USER @USER @USER He is going to get crushed,NOT,1532
100% TRUE! and she is stupid as well! URL,OFF,1533
@USER This game is completely won and lost in the midfield. We need the defensive pressure high!,NOT,1534
".@USER rates @USER claim that the SAFE Act is the nation's toughest gun control law mostly false."" URL",OFF,1535
@USER @USER @USER I thought liberals were snowflakes,NOT,1536
@USER @USER Doomsday for NFL,NOT,1537
@USER Hopefully he is a Titan sooner than later :),NOT,1538
@USER You are an asshole!,OFF,1539
@USER @USER @USER @USER @USER @USER I will admit she hasn’t charted and I blame that on the fact that she is an artist she does things her own way and sometimes not following the trends or staying in a mold will cause you to fall out of the “relevant spotlight”,NOT,1540
@USER I think that some might be wearing nasks and carruing Antifa flags,NOT,1541
@USER @USER How much you are paying for patrol... ? Do you think it's because of naheru or Zina... Indira... ?,NOT,1542
@USER @USER Liberals get the best of both worlds:  a new slave class that will need their government programs and that will turn And vote for them.  Most importantly they get to feel good about themselves,NOT,1543
@USER The guy is not even a white Romanian he is a gypsy!,OFF,1544
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER mine I tell him if you act like antifa I will knock your block...you wanna get bad...i dont care how handicap I will take you down,NOT,1545
@USER No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads.,OFF,1546
@USER Flake is a perfect name for this weirdo!,OFF,1547
@USER A disgrace,NOT,1548
@USER He IS in!!!,NOT,1549
@USER also shitbiscuit stole most of the Tempe girls u can't blame that on me..,OFF,1550
@USER Corrupt PR government and others are where you look and you know it Gutierrez.,NOT,1551
@USER @USER in every conner coz anti pakistani will not able to attack on our future generation rights,OFF,1552
@USER So much ass tho,OFF,1553
@USER Bono mocks nationalists during his concert in the last free part of Paris.,NOT,1554
